gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3349938774	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209203	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/C1-171008/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-10-17	17	10	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.416Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349938773	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209195	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2D-140208/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-02-14	14	2	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.391Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349938772	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209159	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A		SPECIES	Enterovirus A	Enterovirus A		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-02-14	14	2	2008	10177548	10177548	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.391Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349938771	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209140	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C		SPECIES	Enterovirus C	Enterovirus C		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-01	1	11	2006	10328525	10328525	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.416Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349938770	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209104	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-12-11	11	12	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.415Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349938769	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209096	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-01	1	11	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.391Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349920850	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209209	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/C1-261208-3/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-12-26	26	12	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349920849	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209182	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GI/C1-031108-1/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-11-03	3	11	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349920848	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209146	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A		SPECIES	Enterovirus A	Enterovirus A		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-20	20	11	2006	10177548	10177548	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349900512	d8cd16ba-bb74-4420-821e-083f2bac17c2	GU187014	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae	Betaarterivirus			GENUS	Betaarterivirus	Porcine reproductive and respiratory syndrome virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10682301		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.150Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349890832	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209217	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus			GENUS	Mastadenovirus	Human adenovirus 40		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-06-22	22	6	2006	10205975		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.124Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349890831	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209190	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2D-111207-1/Singapore/2007		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-12-11	11	12	2007	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.124Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349890830	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209154	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B		SPECIES	Enterovirus B	Enterovirus B		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-04-04	4	4	2007	10110162	10110162	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.124Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349890829	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209118	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-10-17	17	10	2008	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.123Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349890828	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209091	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-08-15	15	8	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.123Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349887703	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209219	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus			GENUS	Mastadenovirus	Human adenovirus 40		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-07-18	18	7	2006	10205975		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.312Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349887702	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209200	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R3D-171008/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-10-17	17	10	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.275Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349887701	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209192	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2D-111207-3/Singapore/2007		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-12-11	11	12	2007	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.312Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349887700	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209156	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C		SPECIES	Enterovirus C	Enterovirus C		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-04-04	4	4	2007	10328525	10328525	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.311Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349887699	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209101	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-20	20	11	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.275Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349887698	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209093	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-10-03	3	10	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.311Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349882742	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209218	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus			GENUS	Mastadenovirus	Human adenovirus 40		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-07-18	18	7	2006	10205975		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.604Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349882741	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209191	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2D-111207-2/Singapore/2007		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-12-11	11	12	2007	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349882740	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209155	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B		SPECIES	Enterovirus B	Enterovirus B		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-04-04	4	4	2007	10110162	10110162	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349882739	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209119	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-10-17	17	10	2008	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349882738	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209100	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-20	20	11	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.258Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349882737	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209092	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-10-03	3	10	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:34.603Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349880710	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209202	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/C2-171008/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-10-17	17	10	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.370Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349880709	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209194	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2U-111207-2/Singapore/2007		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-12-11	11	12	2007	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.495Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349880708	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209158	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C		SPECIES	Enterovirus C	Enterovirus C		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-11-03	3	11	2008	10328525	10328525	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.494Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349880707	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209103	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-20	20	11	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.369Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349880706	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209095	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-10-03	3	10	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.494Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349879692	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209201	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2U-171008/Singapore/2008		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-10-17	17	10	2008	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.017Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349879691	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209193	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/R2U-111207-1/Singapore/2007		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2007-12-11	11	12	2007	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.207Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349879690	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209157	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A		SPECIES	Enterovirus A	Enterovirus A		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2008-11-03	3	11	2008	10177548	10177548	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.207Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349879689	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209102	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-11-20	20	11	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:41.016Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349879688	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209094	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-10-03	3	10	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:35.207Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349873914	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209216	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/C2-200109-2/Singapore/2009		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2009-01-20	20	1	2009	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.451Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349873913	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209153	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C		SPECIES	Enterovirus C	Enterovirus C		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-12-27	27	12	2006	10328525	10328525	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.451Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349873912	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209117	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-12-27	27	12	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.451Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349873911	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209090	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 8		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-08-15	15	8	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.451Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349859573	d8cd16ba-bb74-4420-821e-083f2bac17c2	GU187018	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae	Betaarterivirus			GENUS	Betaarterivirus	Porcine reproductive and respiratory syndrome virus		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													10682301		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:32.874Z		CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_INVALID;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349852904	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus			GENUS	Norovirus	Norovirus Hu/GII/C2-200109-1/Singapore/2009		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2009-01-20	20	1	2009	10465126		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.023Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349852903	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209152	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C		SPECIES	Enterovirus C	Enterovirus C		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-12-11	11	12	2006	10328525	10328525	MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.022Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3349852902	d8cd16ba-bb74-4420-821e-083f2bac17c2	HM209116	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus			GENUS	Mamastrovirus	Human astrovirus 1		SG			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230									2006-12-27	27	12	2006	10646650		MATERIAL_SAMPLE							CC_BY_4_0					2025-03-15T12:55:37.022Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
